name,NComp,Phase,dev_NdValence,maxdiff_AtomicWeight,maxdiff_Electronegativity,MixingEntropy,mean_NsValence,mean_CovalentRadius,frac_pValence,maxdiff_NUnfilled,mean_NValance,mean_MeltingT,mean_DeltaHf,min_NpUnfilled
Dy1.0Gd1.0Ho1.0Lu1.0Tb1.0,5,HCP,0.489897949,17.7168,0.07,13.3808668,2,192.2,0,13,12.6,1716.6,0,0
Hf1.0Mo1.0Nb1.0Si0.3Ti1.0V1.0,6,MP,1.352713081,150.4045,0.86,14.43190865,1.622641509,158.3584906,0.015306122,4,7.396226415,2411.716981,-13.89818441,0
Hf1.0Mo1.0Nb1.0Si0.5Ti1.0V1.0,6,MP,1.443137079,150.4045,0.86,14.69716888,1.636363636,156.6363636,0.025,4,7.272727273,2385.363636,-20.36363636,0
Hf1.0Mo1.0Nb1.0Si0.7Ti1.0V1.0,6,MP,1.515285816,150.4045,0.86,14.83440715,1.649122807,155.0350877,0.034313725,4,7.157894737,2360.859649,-25.90335488,0
Hf1.0Mo1.0Nb1.0Ta1.0Ti1.0,5,BCC,1.166190379,133.08088,0.86,13.3808668,1.6,164.6,0,2,10.4,2676.6,-1.44,0
Hf1.0Mo1.0Nb1.0Ta1.0Ti1.0V1.0W1.0Zr1.0,8,MP,1.053268722,135.973,1.06,17.28847698,1.75,164.125,0,2,10.125,2673.625,-3.4375,0
Hf1.0Mo0.25Nb1.0Ta1.0Ti1.0Zr1.0,6,BCC,0.93313895,133.08088,0.86,14.33534877,1.761904762,168.0952381,0,2,9.80952381,2540.761905,1.560090703,0
Hf1.0Mo0.5Nb1.0Ta1.0Ti1.0Zr1.0,6,BCC,1.028518954,133.08088,0.86,14.69716888,1.727272727,167.4545455,0,2,9.636363636,2556.909091,0.595041322,0
Hf1.0Mo0.75Nb1.0Ta1.0Ti1.0Zr1.0,6,BCC,1.099922664,133.08088,0.86,14.85482004,1.695652174,166.8695652,0,2,9.47826087,2571.652174,-0.211720227,0
Hf1.0Mo1.0Nb1.0Ta1.0Ti1.0Zr1.0,6,BCC,1.154700538,133.08088,0.86,14.89668823,1.666666667,166.3333333,0,2,9.333333333,2585.166667,-0.888888889,0
Hf1.0Mo1.0Nb1.0Ta1.0Zr1.0,5,BCC,1.166190379,89.72388,0.86,13.3808668,1.6,167.6,0,2,10.4,2714,-1.12,0
Hf1.0Mo0.5Nb1.0Ti1.0V0.5,5,BCC,1.118033989,130.623,0.86,12.96635773,1.625,163.125,0,2,8.125,2434.125,-0.875,0
Hf0.5Mo0.5Nb1.0Ti1.0Zr1.0,5,BCC,1.165922382,130.623,0.86,12.96635773,1.625,165.875,0,2,6.25,2380,-0.25,0
Hf1.0Mo0.5Nb0.5Ti1.0Zr1.0,5,BCC,1.111024302,130.623,0.86,12.96635773,1.75,167.25,0,2,7.875,2349.5,-0.875,0
Hf1.0Mo1.0Ta1.0Ti1.0Zr1.0,5,BCC,1.166190379,133.08088,0.86,13.3808668,1.8,166.8,0,2,10.2,2552.2,-1.92,0
Hf0.5Mo0.1Ti1.0V0.25Zr0.5,5,BCC,0.659231208,130.623,0.86,11.59663361,1.957446809,165.3829787,0,2,7.170212766,2167.382979,-1.557265731,0
Hf0.33Nb0.33Ta0.33Ti1.0Zr0.67,5,BCC,0.694105513,133.08088,0.3,12.40299853,1.87593985,167.3759398,0,1,7.721804511,2325.917293,1.865566171,0
Hf0.5Nb0.67Ta0.33Ti1.0Zr0.83,5,BCC,0.807712912,133.08088,0.3,12.83627559,1.798798799,167.7867868,0,1,7.78978979,2368.900901,2.363119877,0
Hf1.0Nb0.39Ta0.39Ti0.22Zr0.16,5,BCC,0.78062475,133.08088,0.3,11.64040659,1.819444444,170.5833333,0,1,13.37037037,2606.064815,2.935699588,0
Hf0.79Nb0.14Ta0.14Ti1.0Zr0.79,5,BCC,0.472429252,133.08088,0.3,11.41954858,1.951048951,168.972028,0,1,8.65034965,2254.356643,0.962589858,0
Hf1.0Nb0.5Ta0.5Ti1.0Zr1.0,5,BCC,0.695970545,133.08088,0.3,12.96635773,1.875,169.25,0,1,9.5,2398.75,2.125,0
Hf0.33Nb1.0Ta1.0Ti0.33Zr0.33,5,BCC,0.81580675,133.08088,0.3,12.15802497,1.665551839,167.993311,0,1,10.89632107,2745.735786,2.510039038,0
Hf0.5Nb1.0Ti0.5V0.5Zr1.0,5,BCC,0.880630572,130.623,0.33,12.88525375,1.714285714,166.5714286,0,1,6.428571429,2340.857143,1.142857143,0
Hf1.0Nb0.5Ti1.0V0.5Zr1.0,5,BCC,0.695970545,130.623,0.33,12.96635773,1.875,167.125,0,1,7.75,2260.375,0.1875,0
Hf1.0Nb1.0Zr1.0,3,BCC,0.942809042,87.266,0.3,9.133862568,1.666666667,171.3333333,0,1,9,2461.333333,3.555555556,0
Hf1.0Ta1.0Ti1.0Zr1.0,4,BCC,0.433012702,133.08088,0.24,11.52565132,2,170,0,1,11.25,2466.25,1.75,0
La0.02Pb0.98Se1.0Sn1.0Te1.0,5,FCC,0.634803119,128.24,1.45,11.72942562,2,136.055,0.162721088,7,18.375,583.54945,-0.0249,0
La0.04Pb0.96Se1.0Sn1.0Te1.0,5,FCC,0.895488693,128.24,1.45,11.87472323,2,136.36,0.163287671,7,18.25,586.5114,-0.5396,0
La0.06Pb0.94Se1.0Sn1.0Te1.0,5,FCC,1.09397212,128.24,1.45,11.99740331,2,136.665,0.163862069,7,18.125,589.47335,-1.0441,0
La0.08Pb0.92Se1.0Sn1.0Te1.0,5,FCC,1.26,128.24,1.45,12.10507346,2,136.97,0.164444444,7,18,592.4353,-1.5384,0
La0.1Pb0.9Se1.0Sn1.0Te1.0,5,FCC,1.40512455,128.24,1.45,12.20133628,2,137.275,0.165034965,7,17.875,595.39725,-2.0225,0
Mo1.0Nb1.0Ta1.0Ti1.0V1.0Zr1.0,6,BCC,1.067187373,133.08088,0.83,14.89668823,1.666666667,162.6666667,0,2,7.166666667,2531.333333,-2.111111111,0
Mo1.0Nb1.0Ta1.0Ti0.25W1.0,5,BCC,0.831890331,135.973,0.86,12.70766391,1.529411765,162.3529412,0,2,12,3086.176471,-6.14532872,0
Mo1.0Nb1.0Ta1.0Ti0.5W1.0,5,BCC,0.916245695,135.973,0.86,13.14521344,1.555555556,162.2222222,0,2,11.55555556,3022.555556,-5.827160494,0
Mo1.0Nb1.0Ta1.0Ti0.75W1.0,5,BCC,0.976170368,135.973,0.86,13.33206521,1.578947368,162.1052632,0,2,11.15789474,2965.631579,-5.540166205,0
Mo1.0Nb1.0Ta1.0Ti1.0W1.0,5,BCC,1.019803903,135.973,0.86,13.3808668,1.6,162,0,2,10.8,2914.4,-5.28,0
Mo1.0Nb1.0Ti1.0V1.0,4,BCC,1.118033989,48.093,0.62,11.52565132,1.5,157.75,0,2,5,2442.5,-2.75,0
Mo0.1Nb1.0Ti1.0V0.3Zr1.0,5,BCC,0.971924214,48.093,0.83,11.620739,1.676470588,164.7941176,0,2,4.441176471,2283.382353,0.795847751,0
Mo0.3Nb1.0Ti1.0V0.3Zr1.0,5,BCC,1.074393311,48.093,0.83,12.31798897,1.638888889,164.1944444,0,2,4.527777778,2317.416667,-0.277777778,0
Mo0.3Nb1.0Ti1.0V1.0Zr1.0,5,BCC,0.983916084,48.093,0.83,12.82528552,1.697674419,162.372093,0,2,4.604651163,2295.534884,-1.254732288,0
Mo0.5Nb1.0Ti1.0V0.3Zr1.0,5,BCC,1.147078669,48.093,0.83,12.64771513,1.605263158,163.6578947,0,2,4.605263158,2347.868421,-1.135734072,0
Mo0.5Nb1.0Ti1.0V1.0Zr1.0,5,BCC,1.054092553,48.093,0.83,13.14521344,1.666666667,162,0,2,4.666666667,2322.222222,-1.777777778,0
Mo0.7Nb1.0Ti1.0V1.0Zr1.0,5,BCC,1.107609794,48.093,0.83,13.30808934,1.638297872,161.6595745,0,2,4.723404255,2346.638298,-2.209144409,0
Mo1.0Nb1.0Ti1.0V0.3Zr1.0,5,BCC,1.254521299,48.093,0.83,12.82528552,1.534883721,162.5348837,0,2,4.76744186,2411.604651,-2.617631152,0
Mo1.0Nb0.77Ti0.77V0.23Zr0.77,5,BCC,1.289092345,48.093,0.83,12.7217979,1.5,161.9830508,0,2,4.847457627,2443.141243,-3.192664943,0
Mo1.0Nb0.67Ti0.67V0.2Zr0.67,5,BCC,1.304072319,48.093,0.83,12.61494668,1.479750779,161.6604361,0,2,4.894080997,2461.47352,-3.48001281,0
Mo1.0Ta1.0Ti1.0V1.0,4,BCC,1.089724736,133.08088,0.66,11.52565132,1.75,159.25,0,2,8.5,2577.5,-2.75,0
Mo1.0Ta1.0Ti1.0V1.0Zr1.0,5,BCC,1.095445115,133.08088,0.83,13.3808668,1.8,162.4,0,2,7.6,2487.6,-2.88,0
Nb1.0Ta1.0Ti1.0Zr1.0,4,BCC,0.829156198,133.08088,0.27,11.52565132,1.75,167.25,0,1,8,2527.25,2.5,0
Nb1.0Ti1.0V0.3Zr1.0,4,BCC,0.904026296,45.03938,0.3,10.83625594,1.696969697,165.1212121,0,1,4.393939394,2264.818182,1.432506887,0
Nb1.0Ti1.0Zr1.0,3,BCC,0.942809042,45.03938,0.27,9.133862568,1.666666667,166.3333333,0,1,4.333333333,2273,2.666666667,0
Pb1.0Se1.0Sn1.0Te1.0,4,FCC,0,128.24,0.59,11.52565132,2,135.75,0.162162162,2,18.5,580.5875,0.5,2
Al0.1Co1.0Cr1.0Ni1.0Ti0.1,5,MP,1.84454432,31.9516564,0.37,10.86691661,1.6875,130.34375,0.003891051,6,8.03125,1863.577188,-9.140625,0
Al0.4Co1.0Cr1.0Fe1.0Mn1.0Ni1.0,6,FCC,1.973764829,31.9516564,0.36,14.58502024,1.814814815,131.1851852,0.009708738,4,7.62962963,1736.923704,-8.010973937,0
Al0.6Co1.0Cr1.0Fe1.0Mn1.0Ni1.0,6,MP,2.211692029,31.9516564,0.36,14.77811766,1.821428571,130.8214286,0.014354067,4,7.464285714,1708.228929,-9.515306122,0
Al0.3Cr0.5Fe1.0Mn0.6Ni0.4,5,MP,2.063717173,31.7118614,0.36,12.66017755,1.821428571,132.4285714,0.014925373,4,7.178571429,1708.443214,-7.591836735,0
Al0.35Fe1.0Mn0.9Ni0.5,4,MP,2.259964163,31.7118614,0.36,10.85578119,2,131.4363636,0.017199017,3,7.4,1588.659818,-9.671404959,0
Al0.35C0.04Fe1.0Mn0.9Ni0.5,5,MP,2.329611245,46.6827,1,11.32446329,2,130.6415771,0.020965383,3,7.35125448,1620.693369,-12.30456957,0
Co0.2Cr0.2Fe0.83Mn1.0,4,FCC,0.653232564,6.937095,0.33,9.644583933,1.910313901,135.2286996,0,3,7.461883408,1709.295964,-0.878360715,0
Co1.0Cr1.0Fe1.0Mn1.0Ni1.0V1.0,6,MP,1.598610508,7.991695,0.36,14.89668823,1.833333333,135.5,0,5,7.5,1864.833333,-7.555555556,0
Co1.0Cu1.0Fe1.0V1.0,4,FCC,2.5,12.6045,0.27,11.52565132,1.75,135.75,0,6,8.25,1779.9425,0.5,0
Mo1.0Nb1.0W1.0,3,BCC,0.471404521,90.93362,0.76,9.133862568,1.333333333,160,0,1,10.33333333,3113.666667,-6.222222222,0
Dy1.0Gd1.0Tb1.0Y1.0,4,HCP,0.5,73.59415,0.02,11.52565132,2,193,0,12,9,1674.75,0,0
Al0.12Co0.01Cr0.01Cu0.01Fe0.01Mn1.0Ni0.01Ti0.01V0.01,9,BCC+FCC,1.65893506,36.5644614,0.37,5.47604735,1.983193277,137.1260504,0.015209125,7,6.630252101,1479.583277,-7.293835181,0
Al0.25Co0.01Cr0.01Cu0.01Fe0.01Mn1.0Ni0.01Ti0.01V0.01,9,BCC,2.07751253,36.5644614,0.37,6.52151039,1.984848485,135.5378788,0.030193237,7,6.272727273,1425.799394,-11.92355372,0
Al0.67Co0.02Cr0.02Cu0.02Fe0.02Mn1.0Ni0.02Ti0.02V0.02,9,MP,2.577630808,36.5644614,0.37,8.681124101,1.977900552,132.2596685,0.06653426,7,5.563535912,1328.066464,-17.77259546,0
Ca1.0Cu1.0Mg1.0Sr1.0Yb1.0Zn1.0,6,AM,4.714045208,148.749,0.95,14.89668823,1.833333333,158.8333333,0,1,7.5,1038.408333,-13.11111111,0
Ca1.0Li0.45Mg1.0Sr1.0Yb0.55,5,AM,0,166.113,0.36,12.95594784,1.8875,168.1125,0,1,3.8125,973.190125,-3.111875,0
Cu1.0Nb1.0Ni1.0Ti1.0Zr1.0,5,AM,3.249615362,45.03938,0.58,13.3808668,1.6,151,0,7,6.8,1980.954,-21.28,0
Ag0.1Au1.0Cu0.55Pd0.04Si0.33,5,AM,3.696995763,168.881069,0.64,10.1823432,1.143564356,131.3316832,0.019486271,4,16.76732673,1404.667574,-20.10636212,0
Ag0.11Au1.0Cu0.63Si0.43,4,AM,3.986108521,168.881069,0.64,9.876984736,1.198156682,130.3410138,0.024670109,3,16.06451613,1407.362857,-21.39310667,0
Ag0.17Cu0.48Gd0.2Mg1.0,4,AM,4.703945161,132.945,0.73,9.4982681,1.648648649,144.9783784,0,16,6.027027027,1136.144703,-8.502322863,0
Ag0.08Cu0.11Mg1.0Ni0.12Y0.15Zn0.08,6,AM,4.061536482,83.5632,0.71,9.992247665,1.876623377,143.025974,0,9,4.350649351,1106.346429,-7.353347951,0
Al1.0Au1.0Co1.0Cr1.0Cu1.0Fe1.0Ni1.0,7,MP,3.200765215,169.9850304,0.93,16.17829698,1.571428571,130,0.013888889,5,10.28571429,1587.938571,-4.244897959,0
Al0.15Ce1.0Cu0.29Fe0.03,4,AM,3.665978757,113.1344614,0.78,7.43782898,1.802721088,179.8571429,0.019035533,21,5.360544218,1128.642041,-21.62043593,0
Al1.0Co1.0Cr1.0Cu1.0Fe1.0Mo1.0Ni1.0Ti1.0V1.0Zr1.0,10,BCC+FCC,2.925747768,68.9784614,0.83,19.14369246,1.7,141.6,0.015151515,7,6.6,1892.624,-17.24,0
Al1.0Co1.0Cr1.0Cu0.5Fe0.5Ni1.0,6,BCC+FCC,3.136877428,36.5644614,0.3,14.53343194,1.7,128.4,0.026666667,5,7.5,1638.771,-8.92,0
Al1.0Co0.62Cr0.62Cu0.62Fe0.62Ni0.62,6,MP,3.434832249,36.5644614,0.3,14.73597202,1.697560976,128.2585366,0.033025099,5,7.385365854,1565.177415,-7.465080309,0
Al1.0Co0.31Cr0.31Cu0.31Fe0.31Ni0.31,6,MP,3.762487091,36.5644614,0.3,13.70137969,1.756862745,126.8352941,0.060096154,5,6.525490196,1441.313216,-10.83152634,0
Al1.0Co1.0Cr1.0Cu0.5Fe1.0Ni1.0Ti1.0,7,AM,3.049881169,36.5644614,0.37,16.00545758,1.769230769,133.5384615,0.021978022,7,7,1698.516154,-17.18343195,0
Al1.0Co0.77Cr0.77Fe0.77Ni0.77,5,MP,2.959887379,31.9516564,0.3,13.33068224,1.81127451,127.9828431,0.035198874,4,6.963235294,1641.779412,-13.60858804,0
Al1.0Co0.57Cr0.57Fe0.57Ni0.57,5,MP,3.13414041,31.9516564,0.3,13.12435254,1.826219512,127.429878,0.045850527,4,6.649390244,1585.689024,-14.95147977,0
Al0.67Co0.4Cr1.0Fe0.13Ni0.67Si0.67Ti0.13,7,MP,3.206652686,31.9516564,0.37,14.66534555,1.727520436,126.9427793,0.089135255,6,6.144414169,1713.47,-32.0272925,0
Al1.0Co0.6Cr1.0Fe0.2Ni1.0Si1.0Ti0.2,7,MP,3.338023367,31.9516564,0.37,14.96097666,1.8,125.8,0.097402597,6,6.16,1667.934,-34.1056,0
Al1.0Co1.0Cr1.0Fe1.0Ni1.0Ti1.0V1.0Zr1.0,8,AM,2.619040855,64.2424614,0.58,17.28847698,1.875,141.25,0.020408163,6,6.125,1834.05875,-26.75,0
Al0.48Co0.4Er1.0Y0.12,4,AM,2.78,140.2774614,0.66,9.808638884,2,160.14,0.024742268,7,9.7,1570.5728,-34.7328,0
Al0.17Co0.17Fe0.33Nd1.0,4,AM,2.915239189,117.2604614,0.74,9.084361542,2,171.5868263,0.015917603,7,6.395209581,1407.712515,-15.42156406,0
Al0.6Co0.5Gd1.0Y0.4,4,AM,2.553115744,130.2684614,0.68,11.00877388,2,163.04,0.034285714,13,7,1499.8728,-34.3168,0
Al0.67Co0.56Sc0.56Y1.0,4,AM,2.556628588,61.9243114,0.66,11.26523976,2,156.5698925,0.0571185,6,4.204301075,1587.93724,-34.95042458,0
Al0.2Cr1.0Cu1.0Fe1.0,4,BCC+FCC,2.691856933,36.5644614,0.29,10.50674001,1.375,133.5,0.0078125,5,8,1729.8325,7.65625,0
Al1.0Cr0.83Cu0.83Fe0.83,4,BCC+FCC,3.653309736,36.5644614,0.29,11.49694631,1.524355301,130.512894,0.042105263,5,6.805157593,1539.526963,-0.566957578,0
Al1.0Cr1.0Mo1.0Ta1.0Ti1.0Zr1.0,6,AM,1.771690969,153.9663414,0.83,14.89668823,1.666666667,153.1666667,0.023809524,3,7,2228.078333,-16.11111111,0
Al1.0Cr1.0Ta1.0Ti1.0Zr1.0,5,AM,1.624807681,153.9663414,0.33,13.3808668,1.8,153,0.027777778,3,7.2,2094.494,-20,0
Al0.22Cu0.05Fe0.55Pr1.0,4,AM,3.044174229,113.9261114,0.77,8.686702446,1.972527473,169.6813187,0.020735156,10,5.82967033,1358.957088,-11.94843618,0
Al0.21Cu0.15La1.0Ni0.15,4,AM,3.309005856,111.9239314,0.81,8.364421356,1.900662252,179.3443709,0.030973451,8,4.490066225,1226.42,-27.74352002,0
Al0.45Cu0.09La1.0Ni0.27,4,AM,3.168651584,111.9239314,0.81,9.202748936,1.950276243,169.5082873,0.055970149,8,4.44198895,1216.47558,-35.28134062,0
Al0.45Cu0.18La1.0Ni0.18,4,AM,3.372592189,111.9239314,0.81,9.419061453,1.900552486,169.9060773,0.055350554,8,4.491712707,1198.066354,-33.54403101,0
Al0.45Cu0.27La1.0Ni0.09,4,AM,3.562109441,111.9239314,0.81,9.202748936,1.850828729,170.3038674,0.054744526,8,4.541436464,1179.657127,-31.88583987,0
Al0.18Cu0.26Nb0.09Ni0.23Zr1.0,5,AM,3.361485799,65.9248414,0.58,10.43310514,1.801136364,155.8977273,0.01773399,7,5.767045455,1871.582273,-34.05320248,0
Al0.19Cu0.38Ni0.23Ti0.09Zr1.0,5,AM,3.616850102,64.2424614,0.58,10.73822007,1.798941799,154.005291,0.01665206,7,6.037037037,1795.471905,-34.26477422,0
Al0.12Cu0.27Ni0.15Zr1.0,4,AM,3.418447272,64.2424614,0.58,8.408285834,1.824675325,158.2857143,0.013590034,7,5.733766234,1860.918377,-32.22533311,0
Al0.12Cu0.11Ni0.29Zr1.0,4,AM,3.060080521,64.2424614,0.58,8.164430796,1.927631579,157.8947368,0.014167651,7,5.572368421,1901.638882,-39.25069252,0
Al0.12Cu0.18Ni0.21Zr1.0,4,AM,3.209290929,64.2424614,0.58,8.331161755,1.880794702,158.4900662,0.014218009,7,5.589403974,1885.625828,-35.32266129,0
Al0.14Cu0.24Ni0.14Zr1.0,4,AM,3.335779343,64.2424614,0.58,8.365739521,1.842105263,158.5394737,0.016548463,7,5.565789474,1859.520132,-32.67036011,0
Al0.15Cu0.23Ni0.15Zr1.0,4,AM,3.316502427,64.2424614,0.58,8.465179514,1.849673203,158.2418301,0.017688679,7,5.54248366,1855.88732,-33.54521765,0
Al0.15Cu1.0Y0.11Zr0.91,4,AM,4.193614219,64.2424614,0.68,8.790422506,1.539170507,152.2119816,0.009727626,8,7.105990783,1673.806682,-24.83136189,0
Al1.0Mo1.0Nb1.0Si1.0Ta1.0Ti1.0V1.0Zr1.0,8,AM,1.653594569,153.9663414,0.83,17.28847698,1.75,151,0.06,4,6.25,2226.05875,-32.1875,0
Au1.0Cu0.56Pd0.04Si0.31,4,AM,3.687291489,168.881069,0.64,8.934230089,1.141361257,130.8324607,0.018902439,4,17.17277487,1410.352461,-20.43145747,0
B0.73Co1.0Fe0.47Ta0.13,4,AM,3.097142731,170.13688,0.54,10.06493992,2,116.5064378,0.041905855,4,7.47639485,2043.309013,-26.57753873,0
B0.02Cu0.4Ni0.48Si0.04Sn0.06Ti1.0,6,AM,3.620994339,107.899,0.5,10.31316779,1.8,143.39,0.01542777,7,7.13,1729.1464,-25.9576,0
Be0.5Cu0.25Fe0.17Nb0.17Zr1.0,5,AM,3.050425925,83.894198,0.57,11.2827162,1.799043062,146.5645933,0,8,4.765550239,1924.79067,-30.28080859,0
Be0.21Cu0.12Nb0.09Ni0.11Ti0.25Zr1.0,6,AM,2.571463139,83.894198,0.58,11.27821366,1.882022472,156.9662921,0,8,4.657303371,1989.529438,-25.7028153,0
Be0.28Cu0.14Ni0.12Ti1.0,4,AM,2.942755125,54.533818,0.37,8.373724401,1.909090909,143.012987,0,8,4.74025974,1802.108961,-23.48996458,0
Be0.3Cu0.15Ni0.13Ti1.0Zr0.08,5,AM,2.938400832,82.211818,0.58,9.78830288,1.909638554,143.8072289,0,8,4.740963855,1811.774398,-24.38031645,0
Be0.52Cu0.35Ni0.25Ti0.38Zr1.0,5,AM,3.419295834,82.211818,0.58,12.34616315,1.86,145.168,0,8,5.164,1833.5998,-34.0992,0
Be0.54Cu0.29Ni0.24Ti0.34Zr1.0,5,AM,3.308467136,82.211818,0.58,12.14647026,1.87966805,144.9294606,0,8,4.991701245,1841.831245,-35.22074344,0
Be0.56Cu0.26Ni0.23Ti0.28Zr1.0,5,AM,3.263135034,82.211818,0.58,11.91887344,1.888412017,144.3776824,0,8,4.892703863,1843.579485,-36.26458399,0
Be0.58Cu0.2Ni0.22Ti0.22Zr1.0,5,AM,3.122476255,82.211818,0.58,11.51418414,1.90990991,143.9459459,0,8,4.702702703,1852.042342,-37.79920461,0
Be0.57Cu0.15Ni0.21Ti0.17Zr1.0,5,AM,2.976918006,82.211818,0.58,11.05371201,1.928571429,144.1714286,0,8,4.557142857,1863.674048,-38.99210884,0
Be0.19Cu1.0Ti0.17Zr0.5,4,AM,4.246603997,82.211818,0.57,9.4655223,1.462365591,142.4408602,0,8,7.559139785,1638.784946,-20.90877558,0
Co1.0Cr1.0Cu1.0Fe1.0Ni1.0Ti1.0V1.0Zr1.0,8,AM,2.735758579,43.357,0.58,17.28847698,1.75,142.625,0,7,7.125,1887.09625,-16.75,0
Co1.0Cr1.0Fe1.0Mo1.0Ni1.0Ti1.0V1.0Zr1.0,8,AM,2.106537443,48.093,0.83,17.28847698,1.75,145.375,0,6,6.5,2079.375,-18.75,0
Co1.0Cu1.0Fe1.0Ni1.0Ti1.0V1.0Zr1.0,7,AM,2.920721186,43.357,0.58,16.17829698,1.857142857,143.1428571,0,7,7.285714286,1845.252857,-20.16326531,0
Co1.0Fe1.0Mo1.0Ni1.0Ti1.0V1.0Zr1.0,7,AM,2.249716535,48.093,0.83,16.17829698,1.857142857,146.2857143,0,6,6.571428571,2065,-21.79591837,0
Cr1.0Cu1.0Mn1.0Ni1.0,4,BCC+FCC,2.121320344,11.5499,0.36,11.52565132,1.5,133.5,0,5,8.5,1696.1925,1.75,0
Cu1.0Fe1.0Ni1.0Ti1.0V1.0Zr1.0,6,AM,3.077697552,43.357,0.58,14.89668823,1.833333333,146,0,7,7,1858.128333,-18.77777778,0
Cu1.0Hf0.17Ti0.17Zr0.33,4,AM,3.921127076,130.623,0.6,9.084361542,1.401197605,147.7245509,0,7,9.616766467,1686.227545,-17.22542938,0
Cu0.11Mg1.0Y0.06Zn0.06,4,AM,3.438380458,64.60085,0.68,5.644306701,1.910569106,141.6585366,0,9,3.341463415,993.3784553,-3.120364862,0
Cu0.23Nb0.17Ni0.2Sn0.07Ti1.0,5,AM,3.263335711,70.843,0.42,9.975353152,1.760479042,151.3592814,0.013513514,7,6.203592814,1857.330958,-15.59596974,0
Cu0.75Ni0.25P0.5Pd1.0,4,AM,3.944616585,75.446238,0.3,10.64070803,0.9,129,0.064516129,3,9.3,1374.811,-24.88,0
Cu0.64Ni0.22P0.49Pt1.0,4,AM,3.791114436,164.110238,0.38,10.52923634,1.30212766,127.7404255,0.041188008,2,15.18723404,1466.387149,-24.86475328,0
Cu1.0Ni0.17Ti0.72Zr0.23,4,AM,3.869477369,43.357,0.58,9.681822309,1.528301887,145.5330189,0,7,7.783018868,1669.099057,-15.38794945,0
Nb0.85Si1.0Ta0.62Ti0.73Zr0.65,5,AM,1.440905433,152.86238,0.57,13.24701504,1.779220779,152.2987013,0.078277886,4,6.636363636,2302.449351,-48.57140159,0
Fe1.0Hf1.0Ti1.0Zr1.0,4,AM,1.732050808,130.623,0.53,11.52565132,2,160.5,0,4,8.5,2096.5,-15.75,0
Cr1.0Hf1.0Ti1.0Zr1.0,4,MP,1.299038106,130.623,0.36,11.52565132,1.75,162.25,0,2,8,2188.75,-7,0
Hf1.0Ti1.0V1.0Zr1.0,4,MP,0.433012702,130.623,0.33,11.52565132,2,165.75,0,1,7.75,2189.5,-2,0
Cu1.0Hf1.0Ti1.0Zr1.0,4,AM,3.464101615,130.623,0.6,11.52565132,1.75,160.5,0,7,9.25,1983.1925,-12.25,0
Hf1.0Ni1.0Ti1.0Zr1.0,4,AM,2.598076211,130.623,0.61,11.52565132,2,158.5,0,6,9,2075.75,-31.5,0
Ag1.0Al1.0Hf1.0Ti1.0Zr1.0,5,AM,3.487119155,151.5084614,0.63,13.3808668,1.8,155.2,0.025,7,8,1748.68,-24.32,0
Al1.0Cu1.0Hf1.0Ti1.0Zr1.0,5,AM,3.487119155,151.5084614,0.6,13.3808668,1.8,152.6,0.025,7,8,1773.248,-26.08,0
Al1.0Hf1.0Ni1.0Ti1.0Zr1.0,5,AM,2.712931993,151.5084614,0.61,13.3808668,2,151,0.025641026,6,7.8,1847.294,-41.76,0
Ag1.0Cu1.0Hf1.0Ti1.0Zr1.0,5,AM,3.919183588,130.623,0.63,13.3808668,1.6,157.4,0,7,9.6,1833.54,-13.12,0
Ag1.0Hf1.0Ni1.0Ti1.0Zr1.0,5,AM,3.487119155,130.623,0.63,13.3808668,1.8,155.8,0,7,9.4,1907.586,-23.36,0
Ag1.0Al1.0Cu1.0Hf1.0Ti1.0Zr1.0,6,AM,4.068851872,151.5084614,0.63,14.89668823,1.666666667,151.3333333,0.019607843,7,8.5,1683.528333,-22.22222222,0
Ag1.0Al1.0Hf1.0Ni1.0Ti1.0Zr1.0,6,AM,3.651483717,151.5084614,0.63,14.89668823,1.833333333,150,0.02,7,8.333333333,1745.233333,-31.66666667,0
Al1.0Cu1.0Hf1.0Ni1.0Ti1.0Zr1.0,6,AM,3.651483717,151.5084614,0.61,14.89668823,1.833333333,147.8333333,0.02,7,8.333333333,1765.706667,-34.11111111,0
Ag1.0Cu1.0Hf1.0Ni1.0Ti1.0Zr1.0,6,AM,3.726779962,130.623,0.63,14.89668823,1.666666667,151.8333333,0,7,9.666666667,1815.95,-21,0
Al1.0Fe1.0Hf1.0Ti1.0Zr1.0,5,AM,1.959591794,151.5084614,0.53,13.3808668,2,152.6,0.027027027,4,7.4,1863.894,-29.92,0
Ag1.0Fe1.0Hf1.0Ti1.0Zr1.0,5,AM,3.2,130.623,0.63,13.3808668,1.8,157.4,0,7,9,1924.186,-11.2,0
Fe1.0Hf1.0Ni1.0Ti1.0Zr1.0,5,AM,2.529822128,130.623,0.61,13.3808668,2,153.2,0,6,8.8,2022.8,-30.56,0
Ag1.0Cr1.0Hf1.0Ti1.0Zr1.0,5,AM,3.12409987,130.623,0.63,13.3808668,1.6,158.8,0,7,8.6,1997.986,-5.76,0
Cr1.0Cu1.0Hf1.0Ti1.0Zr1.0,5,AM,3.12409987,130.623,0.6,13.3808668,1.6,156.2,0,7,8.6,2022.554,-10.4,0
